xobs,yobs
10.5,0.9728120692841228
10.503875968992247,0.33226911298249323
10.507751937984496,0.14192928013159156
10.511627906976743,1.0853626101103482
10.515503875968992,0.6621840020587378
10.51937984496124,1.3744071911467624
10.523255813953488,1.594754962274118
10.527131782945736,1.0403525067745492
10.531007751937985,0.7495823873338056
10.534883720930232,0.39087382810580995
10.53875968992248,0.16407885182030793
10.542635658914728,1.0737395194628274
10.546511627906977,0.2686863857653763
10.550387596899224,0.579533301850036
10.554263565891473,1.0326090846532598
10.55813953488372,0.2521186431172218
10.562015503875969,1.5442170252246061
10.565891472868216,0.4184067286436197
10.569767441860465,0.9263542199933165
10.573643410852712,0.38570958641245806
10.577519379844961,0.18674167123255364
10.581395348837209,0.30812335409326924
10.585271317829458,0.7865538380576191
10.589147286821705,0.2142438232132475
10.593023255813954,0.378290846576709
10.5968992248062,0.665755225711563
10.60077519379845,0.3123336869414993
10.604651162790697,0.186252976827154
10.608527131782946,1.928903121988766
10.612403100775193,0.7420132753807942
10.616279069767442,0.6543735691813847
10.62015503875969,0.5798531041233094
10.624031007751938,0.7470066331119293
10.627906976744185,0.47451825682028514
10.631782945736434,0.6634310836039748
10.635658914728682,1.2431473873650034
10.63953488372093,0.119491669538818
10.643410852713178,0.10027068320068168
10.647286821705427,0.45642189992921267
10.651162790697674,0.5061353016822029
10.655038759689923,0.11041319657891878
10.65891472868217,0.8509635064211091
10.662790697674419,0.8011039172840501
10.666666666666666,0.09680068522337444
10.670542635658915,0.00829727359424053
10.674418604651162,0.25481033254294555
10.678294573643411,0.1357750815216602
10.682170542635658,0.08323037459309846
10.686046511627907,0.8837041028467812
10.689922480620154,0.15252088819506096
10.693798449612403,0.10631992455297261
10.69767441860465,0.05786849880025839
10.7015503875969,0.9120586217392727
10.705426356589147,0.5230246024713632
10.709302325581396,0.7601848519852812
10.713178294573643,0.5254048448979814
10.717054263565892,0.13112978718954632
10.720930232558139,1.3480356805849891
10.724806201550388,0.03858209372424672
10.728682170542635,0.18673103391937385
10.732558139534884,1.0385626005914235
10.736434108527131,0.126179132337331
10.74031007751938,1.7107620280218956
10.744186046511627,0.3594673245599683
10.748062015503876,0.9191608771895886
10.751937984496124,0.18421565490461647
10.755813953488373,0.22655096589172052
10.75968992248062,0.7355419767937331
10.763565891472869,0.5204980576326306
10.767441860465116,0.07236868878237403
10.771317829457365,0.46740802264738723
10.775193798449612,0.41085795292123806
10.779069767441861,0.6446041372639503
10.782945736434108,0.20177535239892555
10.786821705426357,0.08051926838624929
10.790697674418604,0.9181142961951607
10.794573643410853,0.10662390887765222
10.7984496124031,0.3107073929536405
10.80232558139535,0.4436444306776867
10.806201550387597,0.21408594883751203
10.810077519379846,0.28489771947656056
10.813953488372093,0.33157774483657093
10.817829457364342,1.5550144875906788
10.821705426356589,1.3692314710503941
10.825581395348838,0.6570896165931019
10.829457364341085,0.5821422672187075
10.833333333333334,0.40152336032445163
10.837209302325581,0.6444352178733874
10.84108527131783,0.14994045371774753
10.844961240310077,0.4621748142959927
10.848837209302326,0.7433424334771933
10.852713178294573,0.5733076944001853
10.856589147286822,0.421928579897167
10.86046511627907,2.3544292838151346
10.864341085271318,0.12012209071800574
10.868217054263566,0.6089025786516946
10.872093023255815,0.3324724845897758
