time,temperature,err_temperature
22.36744919596766,1.6053368806945953,0.580800040475507
28.539434125575514,5.0,0.8495303147318587
9.502453581553127,0.5176022817855661,0.3135273165506592
27.363309163157435,4.261403706836871,0.6484613430613116
45.38277977100093,-1.8648489096778371,0.922197124955859
22.93913861704184,1.9179315383474804,0.6205532042309065
0.4632521376863208,1.599171580702506,0.21509899785854014
65.72551935523568,5.0,1.577452629332182
78.36742638333824,4.904289575371736,1.777977515471162
64.75406983701805,2.57836325005232,1.280278676753455
91.14206249337417,-5.0,2.0788829698617635
58.52276839789047,-0.47437426374782876,1.2986352069068765
90.61055791305171,-5.0,2.047625178573313
77.18645579629792,4.515051133481137,1.7405389246430794
14.982821958593073,1.0156209578161157,0.49597686065917684
7.259893491839009,0.8949982274537318,0.21571524987523163
21.15271522041229,2.027174746358459,0.47010319701584713
72.8960821978413,5.0,1.5908125990511406
52.174247528186434,-1.8023630689997892,1.2783957530599794
39.4976366055686,0.9898947487349852,0.7854000645223989
72.47205101206424,5.0,1.4863998422171258
97.99781637159587,-1.7623393922155564,1.9904697932732998
74.34084600006828,5.0,1.6834009941524726
89.32128620527484,-5.0,2.0319358947338886
7.843950236857344,0.8681987343541324,0.3265993620823651
99.61502058624112,-1.344231087644662,2.1078889130856506
61.9485276760797,3.057830780965888,1.3907278235062954
66.85332910073897,4.995395878924161,1.4761449701148879
15.003438137887393,0.38341615196927364,0.46524841242086273
78.34326757185481,4.622929162621097,1.6707392225606539
18.276360577801675,0.6173768023388648,0.47309858046759823
94.74997078032007,-5.0,1.9234129804626088
88.8315352642172,-5.0,2.0632668348248213
5.742517339026643,1.2315728556476448,0.12362214932677332
49.27145678902766,-3.3003431649411183,1.1444241791054843
97.7014221187927,-1.6880224957212684,2.166269610755213
85.41187828344648,-5.0,1.7230658442355378
34.698405314551515,4.062712798911832,0.9146576772746309
26.378873819372483,3.290588925879384,0.8405555771893384
74.11456247213754,5.0,1.748877513275834
