t,x
0.07062884772906759,3.0533721216379317
0.38717535005189435,4.344606415509561
1.1764102402850072,-4.840420216225918
1.3441715639934346,3.7968196191821
1.5994411426966635,-0.6697418434050681
1.881514337252315,0.28520343685749777
1.9247468704308917,-1.6298972224401018
2.052398761225386,-2.7983468560150198
2.768321979980922,-2.60270320350798
2.8755003322486283,0.9229811261285995
3.0087437473181757,2.1211569835903505
3.1672785926426195,-0.6314804937174014
3.2166135188356137,-2.384320836640931
3.2940380099071653,-1.513943666154928
3.762695230667369,-3.4324385328533236
4.274476693602763,-0.37441935631801854
4.593862404289897,-1.568920721872296
4.672709328325474,0.8806979823378477
4.879090798569337,4.695655123045754
5.156135074161016,0.2218286403443613
5.531971257307411,4.992853084045774
6.64321284700033,1.4794484307256563
6.874877102618773,-2.4191924548594566
7.464792606935951,0.9471127789911205
8.505165071536261,-2.2427590576435232
8.761188653443043,4.150678660103153
8.878443028134104,2.700868258596422
9.124493595296945,2.743837392599932
9.257379633495715,3.0412904357764585
10.450958453771786,-1.579397554185426
10.45911077213462,4.546598518690463
11.837508035570579,4.460387363224424
11.839233021500862,2.558609935301269
12.074737019135394,2.419346908922611
12.6829939197656,-4.620285334287419
13.169633398001382,-2.529593250298956
13.1743404161706,-1.6658556704570684
13.501569154909852,3.5451366896923764
13.663230657135607,0.5502677088234483
13.949974686776464,-4.512099224192349
14.917483680903487,-2.4298158079060923
15.04426681549379,4.300353506524024
15.327910940064045,-1.3433855741938354
15.643321169122197,2.2645011172791745
16.231633582442864,-3.1242847521269264
16.481231648445945,1.613762936799432
16.741943237684048,-3.6564363656730476
17.206918364251752,-0.8163120081051065
18.51459249185343,3.853866362955925
19.948749070388406,0.27488813952341234
20.337081839658683,1.2777967253269757
20.97746370995478,-0.04946643855191621
21.48221676330534,3.094834320682141
21.782836475279865,2.5010789430563283
21.846148318661196,-1.5510470713567412
22.478886564177074,4.005675066611176
22.49195943311317,-1.1242853394941172
22.70192552489921,1.5786357728625997
22.890742342783614,4.317203902744265
22.97566403190247,-0.25163543142086503
23.223972887381276,1.7035852668981337
23.299430151204845,-1.7832917762220415
23.85459035747213,-4.267980937843473
24.032938091994016,4.570461275271322
24.2477461356844,0.12166325905532493
24.318694217061264,1.1682385703336842
24.533626413276195,-2.2907099446188446
24.5677247686451,-2.703111767151649
24.970640397463182,-2.5447444560092873
26.862686166719286,-3.055892069159161
26.97374460809282,-0.25557893437041646
27.345467264903768,-0.8486561918375304
28.54747871885998,-1.0284023776818476
28.69732119205388,0.939736287911829
29.52071769396394,3.853069611826384
30.50299973463743,-1.2693463888031584
30.529322832556925,-0.6753199263744054
31.024374321217827,-0.596700763855721
31.156976183278406,1.6553157799660996
31.18961620219801,-0.5933901495115549
31.210523363897842,2.019543466026235
31.22240446284145,-1.893235175342858
31.667952452349006,-1.4007714771767747
32.03605521196241,1.4942573285386789
32.34767502674818,0.3214513016803124
32.69555533771541,-2.28113579834157
33.00826792714203,1.2578961564901154
33.19905305493962,4.421717701453289
33.209358832116635,2.1149211512853734
33.512991259988056,-0.2920968666468809
33.74319267659481,-2.1588862441491874
33.8469232954675,-1.7798771124342359
34.02777800997503,1.448073872163351
34.38940027692628,0.20339948758128146
34.394681210015364,2.9039319495897393
34.42673844205859,-2.964939158548808
34.518402661516156,1.7358850082747563
34.62612775095969,-2.04846036442487
34.70428351317792,-0.42455900261538
34.897500446865344,4.812065527922807
34.900720285927186,1.1052445017875245
35.0310137100281,1.6015533213101698
35.11622707113234,-0.5660594757833693
36.15877813539224,2.1526860578554587
36.591996879287045,-2.607156623973439
36.72803230411701,-3.839399057524739
36.77805869535977,-0.3419448404851506
37.06057923363916,3.6832290396922276
37.31934609263948,-1.0954982390254526
37.593130796428035,-1.7231804656257346
37.79853857270876,0.3952659909111097
38.04251002103839,1.2599002390854928
38.32550541497491,-4.049785249488618
38.38656994299626,-4.433979275980402
38.439207429093095,-0.21586958938516068
38.686764269444176,-0.2960981704228521
39.97850256151393,-0.9379310655332375
40.133342430563744,3.8855962783118674
40.32509259769361,-0.687701254183589
40.39140530628695,4.256767069751591
41.19387869955328,-3.5827149333955277
41.24607967889098,-4.268090548581094
41.2833353432537,1.0734379779156809
41.42660788958799,1.5664467076674633
41.62980495863569,2.7297535893345617
41.73594717645838,0.2946115813081616
41.78187020373314,-0.17835060818619064
41.94193546622318,3.777638386324842
42.11310175387993,2.823269981125481
42.2103138169826,-3.1376209205678105
42.38393610986846,2.534805395885362
42.78848987463039,2.812633367505342
42.88728291737262,4.118741980693431
43.28427467108632,-3.3626779392908634
43.43551955625758,-1.2127496157970505
43.72072724884057,0.9293347473454452
43.853568836123266,1.951757999350513
44.74987588647895,-1.0783152069304553
44.88705851774463,-2.8820372425631704
45.5295686576826,0.36406056653744046
45.891103735655584,0.8924579274290292
47.89157121774677,-3.4520861457801364
48.55727807143964,0.9305617580861286
48.735756653586456,1.5065148960269783
49.29113801385582,0.458002595410878
49.498706482645325,-3.232916832203863
50.142667627081984,-2.797979429704251
50.269001704132776,0.17424864251846625
50.30386449770075,1.5828218868771373
50.753153276659035,-0.05198069327774766
51.07232563015621,4.2322454918537025
51.13274150432203,-0.7623423512733589
51.185514300213036,0.5577824830546311
51.411690934907206,-0.8316605691557778
51.604075098346094,-3.5702053946999386
51.99161171213241,0.3265925578312375
53.14028116311517,2.146087062147247
53.64750180495631,-2.363376748162738
53.69464601525041,2.3086719793333557
53.707536138311575,-1.7790250230093596
53.94859339238891,2.368703064168656
